"1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
0.0209059233449477,0.0134228187919463,0.039344262295082,0.0167224080267559,0.0066006600660066,0.0326797385620915,0.0315457413249211,0.00914634146341463,0.0274390243902439,0.024390243902439,0.0186915887850467,0.0402298850574713,0.03125,0.0220994475138122,0.00810810810810811,0.0303030303030303,0.0321782178217822,0.0121359223300971,0.0115740740740741,0.0236051502145923,0.0252631578947368,0.0248447204968944,0.0250521920668058,0.0269151138716356,0.0418410041841004,0.0508474576271186,0.0802603036876356,0.0976744186046512,0.038659793814433,0.0789473684210526,0.025,0.0378378378378378,0.0191256830601093
0.020979020979021,0.00336700336700337,0.0456026058631922,0.0267558528428094,0.0100334448160535,0.0264900662251656,0.0253164556962025,0.00920245398773006,0.0393939393939394,0.0247678018575851,0.0157232704402516,0.0317919075144509,0.0226628895184136,0.0300546448087432,0.0134770889487871,0.0253164556962025,0.0296296296296296,0.0144927536231884,0.0162037037037037,0.01931330472103,0.0314465408805031,0.0331262939958592,0.0105708245243129,0.022680412371134,0.0435684647302905,0.0590717299578059,0.0695652173913043,0.108545034642032,0.0414507772020725,0.0795755968169761,0.0224089635854342,0.0407608695652174,0.00275482093663912
0.0212014134275618,0.00680272108843537,0.0491803278688525,0.0168918918918919,0.01,0.0264900662251656,0.0284810126582278,0.0121951219512195,0.0303951367781155,0.0304878048780488,0.0157232704402516,0.0348837209302326,0.0282485875706215,0.0138121546961326,0.018716577540107,0.0328282828282828,0.0272952853598015,0.0145278450363196,0.00928074245939675,0.0171306209850107,0.03125,0.0329896907216495,0.0168067226890756,0.0331262939958592,0.0252100840336134,0.0709812108559499,0.0676855895196507,0.104166666666667,0.0439276485788114,0.0822281167108753,0.0168067226890756,0.040650406504065,0.010958904109589
0.0140350877192982,0.0135593220338983,0.0431893687707641,0.0204081632653061,0.0166112956810631,0.0133779264214047,0.0349206349206349,0.0153846153846154,0.0276073619631902,0.0338461538461538,0.0157728706624606,0.0317919075144509,0.0338983050847458,0.0192307692307692,0.0134770889487871,0.0328282828282828,0.0248138957816377,0.0169082125603865,0.0116279069767442,0.021505376344086,0.0252631578947368,0.0289256198347107,0.0230607966457023,0.031055900621118,0.0378151260504202,0.0636942675159236,0.0726872246696035,0.0960187353629977,0.038860103626943,0.082010582010582,0.0168067226890756,0.0378378378378378,0
0.0247349823321555,0.00684931506849315,0.043046357615894,0.0170068027210884,0.00996677740863787,0.026578073089701,0.0284810126582278,0.0185185185185185,0.0307692307692308,0.0246913580246914,0.0189274447949527,0.0346820809248555,0.0284090909090909,0.0192837465564738,0.010752688172043,0.035264483627204,0.0297766749379653,0.00970873786407767,0.0138888888888889,0.0150214592274678,0.0334029227557411,0.0351966873706004,0.0210970464135021,0.0125,0.031055900621118,0.0916666666666667,0.0509977827050998,0.106235565819861,0.0361757105943152,0.0842105263157895,0.0251396648044693,0.0326086956521739,0.00546448087431694
0.0174825174825175,0.0101694915254237,0.0396039603960396,0.0267558528428094,0.0132890365448505,0.0233333333333333,0.0254777070063694,0.0184049079754601,0.0276073619631902,0.0215384615384615,0.0250783699059561,0.0259365994236311,0.0309859154929577,0.0273224043715847,0.0108108108108108,0.0227272727272727,0.0368550368550369,0.0169491525423729,0.0116009280742459,0.0193548387096774,0.0251572327044025,0.0308641975308642,0.0209643605870021,0.0228215767634855,0.0291666666666667,0.0709812108559499,0.0739130434782609,0.102088167053364,0.0387596899224806,0.0844327176781003,0.0223463687150838,0.0244565217391304,0.00542005420054201
0.020979020979021,0.00680272108843537,0.0559210526315789,0.0136518771331058,0.0100671140939597,0.0232558139534884,0.0254777070063694,0.0152439024390244,0.0274390243902439,0.0337423312883436,0.0158227848101266,0.0288184438040346,0.0338028169014084,0.0220385674931129,0.00808625336927224,0.0302267002518892,0.0320987654320988,0.0169491525423729,0.00928074245939675,0.0171673819742489,0.0292887029288703,0.0412371134020619,0.0190677966101695,0.0208768267223382,0.0545073375262055,0.0516129032258065,0.0681318681318681,0.0955710955710956,0.0438144329896907,0.082010582010582,0.0196078431372549,0.024390243902439,0.0162162162162162
0.024390243902439,0.0068259385665529,0.0396039603960396,0.0168350168350168,0.0165016501650165,0.0232558139534884,0.0316455696202532,0.0153846153846154,0.0214723926380368,0.033434650455927,0.0157232704402516,0.037463976945245,0.0282485875706215,0.0247252747252747,0.00808625336927224,0.0327455919395466,0.0297029702970297,0.00968523002421308,0.0162037037037037,0.01931330472103,0.0251572327044025,0.0349794238683128,0.0273684210526316,0.0229166666666667,0.0378151260504202,0.0573248407643312,0.0720524017467249,0.0953488372093023,0.0411311053984576,0.0868421052631579,0.0168067226890756,0.0405405405405405,0.00819672131147541
0.0278745644599303,0.00341296928327645,0.0495049504950495,0.0136518771331058,0.0166666666666667,0.0167224080267559,0.0250783699059561,0.0151515151515152,0.0305810397553517,0.0337423312883436,0.0126582278481013,0.031700288184438,0.0280112044817927,0.0244565217391304,0.008,0.037593984962406,0.0297029702970297,0.0145278450363196,0.00930232558139535,0.0236051502145923,0.0252631578947368,0.0349794238683128,0.0210526315789474,0.0333333333333333,0.0274261603375527,0.0569620253164557,0.0804347826086956,0.0957943925233645,0.0361757105943152,0.0842105263157895,0.0167597765363128,0.0404312668463612,0.0163487738419619
0.0211267605633803,0.00684931506849315,0.033112582781457,0.0333333333333333,0.0166666666666667,0.0233333333333333,0.019047619047619,0.0213414634146341,0.0276073619631902,0.0306748466257669,0.0126182965299685,0.028735632183908,0.0365168539325843,0.0192837465564738,0.010752688172043,0.0326633165829146,0.0296296296296296,0.0120772946859903,0.0115740740740741,0.0235042735042735,0.0293501048218029,0.0369609856262834,0.0274261603375527,0.0292887029288703,0.0424628450106157,0.0518358531317495,0.0618101545253863,0.0976744186046512,0.038659793814433,0.0842105263157895,0.0223463687150838,0.032520325203252,0.0135869565217391
